Sektor;Jednostka;Rok;Kwartal;Wartosc
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2019;4;104,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;1;105,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;2;105,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;3;105,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2020;4;105,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;1;107,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;2;106,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;3;106,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2021;4;106,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;1;106,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;2;108,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;3;109,1
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2022;4;109,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;1;113,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;2;116,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;3;117,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2023;4;117,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;1;116,1
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;2;114,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;3;114,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2024;4;114,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;1;111,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;2;109,1
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;3;108,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2025;4;108,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2026;1;
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2000;1;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2000;2;101,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2000;3;103,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2000;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2001;1;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2001;2;104,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2001;3;108,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2001;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2002;1;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2002;2;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2002;3;100,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2002;4;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2003;1;101,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2003;2;102,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2003;3;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2003;4;100,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2004;1;101,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2004;2;101,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2004;3;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2004;4;101,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2005;1;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2005;2;100,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2005;3;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2005;4;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2006;1;102,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2006;2;104,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2006;3;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2006;4;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2007;1;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2007;2;100,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2007;3;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2007;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2008;1;103,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2008;2;106,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2008;3;100,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2008;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2009;1;102,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2009;2;104,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2009;3;100,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2009;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2010;1;101,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2010;2;103,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2010;3;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2010;4;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2011;1;101,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2011;2;102,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2011;3;100,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2011;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2012;1;101,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2012;2;103,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2012;3;100,1
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2012;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2013;1;102,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2013;2;102,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2013;3;100,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2013;4;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2014;1;100,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2014;2;102,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2014;3;99,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2014;4;100,1
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2015;1;100,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2015;2;101,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2015;3;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2015;4;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2016;1;100,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2016;2;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2016;3;100,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2016;4;100,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2017;1;100,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2017;2;101,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2017;3;100,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2017;4;101,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2018;1;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2018;2;101,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2018;3;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2018;4;100,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2019;1;101,4
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2019;2;102,8
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2019;3;100,5
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2019;4;100,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2020;1;101,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2020;2;102,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2020;3;100,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2020;4;100,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2021;1;103,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2021;2;101,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2021;3;101,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2021;4;100,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2022;1;103,1
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2022;2;105,2
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2022;3;101,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2022;4;100,7
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2023;1;106,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2023;2;110,0
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2023;3;97,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2023;4;103,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2024;1;104,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2024;2;107,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2024;3;100,6
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2024;4;100,1
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2025;1;102,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2025;2;103,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2025;3;101,3
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2025;4;99,9
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;okres poprzedni=100;2026;1;
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2000;1;100,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2000;2;98,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2000;3;95,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2000;4;96,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2001;1;99,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2001;2;101,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2001;3;108,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2001;4;109,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2002;1;110,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2002;2;107,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2002;3;100,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2002;4;101,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2003;1;102,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2003;2;105,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2003;3;104,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2003;4;103,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2004;1;103,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2004;2;100,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2004;3;99,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2004;4;99,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2005;1;99,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2005;2;100,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2005;3;100,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2005;4;100,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2006;1;103,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2006;2;107,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2006;3;106,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2006;4;106,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2007;1;103,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2007;2;99,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2007;3;99,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2007;4;98,1
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2008;1;99,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2008;2;105,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2008;3;105,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2008;4;105,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2009;1;105,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2009;2;103,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2009;3;103,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2009;4;104,3
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2010;1;104,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2010;2;103,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2010;3;103,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2010;4;102,9
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2011;1;101,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2011;2;99,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2011;3;100,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2011;4;99,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2012;1;100,6
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2012;2;101,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2012;3;101,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2012;4;102,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2013;1;104,2
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2013;2;104,7
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2013;3;104,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2013;4;104,5
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2014;1;103,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2014;2;103,4
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2014;3;103,8
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2014;4;104,0
Przeciętna miesięczna realna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;analogiczny okres roku poprzedniego=100;2015;1;104,6
