Wskaznik;Jednostka;Rok;Kwartal;Wartosc
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2022;2;93,4
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2022;3;66,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2022;4;60,7
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2023;1;52,1
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2023;2;60,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2023;3;62,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2023;4;67,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2024;1;70,0
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2024;2;74,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2024;3;76,3
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2024;4;71,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2025;1;63,1
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2025;2;59,2
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2025;3;70,5
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2025;4;73,6
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym;tys.;2026;1;67,5
Mieszkania, których budowę rozpoczęto;tys.;2000;1;20,8
Mieszkania, których budowę rozpoczęto;tys.;2000;2;36,7
Mieszkania, których budowę rozpoczęto;tys.;2000;3;33,2
Mieszkania, których budowę rozpoczęto;tys.;2000;4;35,0
Mieszkania, których budowę rozpoczęto;tys.;2001;1;17,6
Mieszkania, których budowę rozpoczęto;tys.;2001;2;28,8
Mieszkania, których budowę rozpoczęto;tys.;2001;3;24,3
Mieszkania, których budowę rozpoczęto;tys.;2001;4;43,8
Mieszkania, których budowę rozpoczęto;tys.;2002;1;16,2
Mieszkania, których budowę rozpoczęto;tys.;2002;2;22,1
Mieszkania, których budowę rozpoczęto;tys.;2002;3;21,7
Mieszkania, których budowę rozpoczęto;tys.;2002;4;16,9
Mieszkania, których budowę rozpoczęto;tys.;2003;1;10,7
Mieszkania, których budowę rozpoczęto;tys.;2003;2;26,0
Mieszkania, których budowę rozpoczęto;tys.;2003;3;26,5
Mieszkania, których budowę rozpoczęto;tys.;2003;4;20,5
Mieszkania, których budowę rozpoczęto;tys.;2004;1;17,7
Mieszkania, których budowę rozpoczęto;tys.;2004;2;32,9
Mieszkania, których budowę rozpoczęto;tys.;2004;3;32,1
Mieszkania, których budowę rozpoczęto;tys.;2004;4;18,4
Mieszkania, których budowę rozpoczęto;tys.;2005;1;15,2
Mieszkania, których budowę rozpoczęto;tys.;2005;2;34,6
Mieszkania, których budowę rozpoczęto;tys.;2005;3;33,4
Mieszkania, których budowę rozpoczęto;tys.;2005;4;22,6
Mieszkania, których budowę rozpoczęto;tys.;2006;1;16,8
Mieszkania, których budowę rozpoczęto;tys.;2006;2;43,5
Mieszkania, których budowę rozpoczęto;tys.;2006;3;41,3
Mieszkania, których budowę rozpoczęto;tys.;2006;4;36,3
Mieszkania, których budowę rozpoczęto;tys.;2007;1;31,3
Mieszkania, których budowę rozpoczęto;tys.;2007;2;54,9
Mieszkania, których budowę rozpoczęto;tys.;2007;3;54,9
Mieszkania, których budowę rozpoczęto;tys.;2007;4;44,0
Mieszkania, których budowę rozpoczęto;tys.;2008;1;38,1
Mieszkania, których budowę rozpoczęto;tys.;2008;2;56,6
Mieszkania, których budowę rozpoczęto;tys.;2008;3;49,6
Mieszkania, których budowę rozpoczęto;tys.;2008;4;30,4
Mieszkania, których budowę rozpoczęto;tys.;2009;1;23,5
Mieszkania, których budowę rozpoczęto;tys.;2009;2;44,4
Mieszkania, których budowę rozpoczęto;tys.;2009;3;42,0
Mieszkania, których budowę rozpoczęto;tys.;2009;4;33,0
Mieszkania, których budowę rozpoczęto;tys.;2010;1;27,2
Mieszkania, których budowę rozpoczęto;tys.;2010;2;53,8
Mieszkania, których budowę rozpoczęto;tys.;2010;3;46,6
Mieszkania, których budowę rozpoczęto;tys.;2010;4;30,3
Mieszkania, których budowę rozpoczęto;tys.;2011;1;31,0
Mieszkania, których budowę rozpoczęto;tys.;2011;2;49,1
Mieszkania, których budowę rozpoczęto;tys.;2011;3;48,3
Mieszkania, których budowę rozpoczęto;tys.;2011;4;33,9
Mieszkania, których budowę rozpoczęto;tys.;2012;1;31,4
Mieszkania, których budowę rozpoczęto;tys.;2012;2;49,3
Mieszkania, których budowę rozpoczęto;tys.;2012;3;36,1
Mieszkania, których budowę rozpoczęto;tys.;2012;4;25,0
Mieszkania, których budowę rozpoczęto;tys.;2013;1;21,6
Mieszkania, których budowę rozpoczęto;tys.;2013;2;37,4
Mieszkania, których budowę rozpoczęto;tys.;2013;3;38,9
Mieszkania, których budowę rozpoczęto;tys.;2013;4;29,5
Mieszkania, których budowę rozpoczęto;tys.;2014;1;32,2
Mieszkania, których budowę rozpoczęto;tys.;2014;2;40,0
Mieszkania, których budowę rozpoczęto;tys.;2014;3;42,3
Mieszkania, których budowę rozpoczęto;tys.;2014;4;33,6
Mieszkania, których budowę rozpoczęto;tys.;2015;1;31,8
Mieszkania, których budowę rozpoczęto;tys.;2015;2;48,5
Mieszkania, których budowę rozpoczęto;tys.;2015;3;47,7
Mieszkania, których budowę rozpoczęto;tys.;2015;4;40,3
Mieszkania, których budowę rozpoczęto;tys.;2016;1;34,3
Mieszkania, których budowę rozpoczęto;tys.;2016;2;52,0
Mieszkania, których budowę rozpoczęto;tys.;2016;3;46,8
Mieszkania, których budowę rozpoczęto;tys.;2016;4;40,8
Mieszkania, których budowę rozpoczęto;tys.;2017;1;44,2
Mieszkania, których budowę rozpoczęto;tys.;2017;2;61,8
Mieszkania, których budowę rozpoczęto;tys.;2017;3;54,8
Mieszkania, których budowę rozpoczęto;tys.;2017;4;45,1
Mieszkania, których budowę rozpoczęto;tys.;2018;1;48,0
Mieszkania, których budowę rozpoczęto;tys.;2018;2;65,7
Mieszkania, których budowę rozpoczęto;tys.;2018;3;60,3
Mieszkania, których budowę rozpoczęto;tys.;2018;4;47,9
Mieszkania, których budowę rozpoczęto;tys.;2019;1;53,9
Mieszkania, których budowę rozpoczęto;tys.;2019;2;61,5
Mieszkania, których budowę rozpoczęto;tys.;2019;3;63,1
Mieszkania, których budowę rozpoczęto;tys.;2019;4;58,8
Mieszkania, których budowę rozpoczęto;tys.;2020;1;52,5
Mieszkania, których budowę rozpoczęto;tys.;2020;2;47,4
Mieszkania, których budowę rozpoczęto;tys.;2020;3;67,4
Mieszkania, których budowę rozpoczęto;tys.;2020;4;56,5
Mieszkania, których budowę rozpoczęto;tys.;2021;1;63,7
Mieszkania, których budowę rozpoczęto;tys.;2021;2;80,9
Mieszkania, których budowę rozpoczęto;tys.;2021;3;71,8
Mieszkania, których budowę rozpoczęto;tys.;2021;4;61,1
Mieszkania, których budowę rozpoczęto;tys.;2022;1;53,3
Mieszkania, których budowę rozpoczęto;tys.;2022;2;66,4
Mieszkania, których budowę rozpoczęto;tys.;2022;3;45,1
Mieszkania, których budowę rozpoczęto;tys.;2022;4;35,5
Mieszkania, których budowę rozpoczęto;tys.;2023;1;38,6
Mieszkania, których budowę rozpoczęto;tys.;2023;2;47,0
Mieszkania, których budowę rozpoczęto;tys.;2023;3;53,3
Mieszkania, których budowę rozpoczęto;tys.;2023;4;50,2
Mieszkania, których budowę rozpoczęto;tys.;2024;1;60,1
Mieszkania, których budowę rozpoczęto;tys.;2024;2;62,3
Mieszkania, których budowę rozpoczęto;tys.;2024;3;59,1
Mieszkania, których budowę rozpoczęto;tys.;2024;4;52,3
Mieszkania, których budowę rozpoczęto;tys.;2025;1;55,7
Mieszkania, których budowę rozpoczęto;tys.;2025;2;55,0
Mieszkania, których budowę rozpoczęto;tys.;2025;3;55,3
Mieszkania, których budowę rozpoczęto;tys.;2025;4;46,4
Mieszkania, których budowę rozpoczęto;tys.;2026;1;49,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2000;1;675,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2000;2;695,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2000;3;708,3
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2000;4;710,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2001;1;702,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2001;2;709,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2001;3;709,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2001;4;718,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2002;1;713,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2002;2;714,3
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2002;3;716,3
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2002;4;698,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2003;1;681,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2003;2;668,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2003;3;636,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2003;4;619,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2004;1;608,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2004;2;619,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2004;3;629,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2004;4;612,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2005;1;600,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2005;2;612,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2005;3;618,0
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2005;4;603,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2006;1;592,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2006;2;613,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2006;3;628,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2006;4;626,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2007;1;630,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2007;2;659,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2007;3;680,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2007;4;677,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2008;1;680,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2008;2;703,3
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2008;3;714,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2008;4;687,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2009;1;669,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2009;2;679,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2009;3;682,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2009;4;670,3
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2010;1;663,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2010;2;687,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2010;3;700,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2010;4;692,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2011;1;696,0
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2011;2;718,0
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2011;3;734,0
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2011;4;723,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2012;1;718,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2012;2;736,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2012;3;735,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2012;4;712,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2013;1;697,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2013;2;703,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2013;3;708,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2013;4;694,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2014;1;691,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2014;2;700,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2014;3;709,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2014;4;699,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2015;1;700,0
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2015;2;716,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2015;3;726,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2015;4;720,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2016;1;717,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2016;2;733,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2016;3;741,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2016;4;731,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2017;1;734,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2017;2;759,0
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2017;3;767,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2017;4;758,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2018;1;762,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2018;2;789,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2018;3;803,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2018;4;795,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2019;1;802,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2019;2;816,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2019;3;828,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2019;4;825,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2020;1;828,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2020;2;828,4
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2020;3;836,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2020;4;828,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2021;1;839,2
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2021;2;867,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2021;3;880,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2021;4;871,3
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2022;1;869,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2022;2;881,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2022;3;869,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2022;4;833,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2023;1;816,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2023;2;806,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2023;3;811,1
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2023;4;800,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2024;1;812,6
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2024;2;827,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2024;3;837,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2024;4;834,7
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2025;1;844,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2025;2;853,5
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2025;3;855,9
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2025;4;838,8
Mieszkania w budowie ogółem (stan w końcu okresu);tys.;2026;1;842,9
Mieszkania oddane do użytkowania;tys.;2000;1;18,0
Mieszkania oddane do użytkowania;tys.;2000;2;16,3
Mieszkania oddane do użytkowania;tys.;2000;3;20,5
Mieszkania oddane do użytkowania;tys.;2000;4;33,0
Mieszkania oddane do użytkowania;tys.;2001;1;25,8
Mieszkania oddane do użytkowania;tys.;2001;2;21,9
Mieszkania oddane do użytkowania;tys.;2001;3;24,2
Mieszkania oddane do użytkowania;tys.;2001;4;34,1
Mieszkania oddane do użytkowania;tys.;2002;1;21,9
Mieszkania oddane do użytkowania;tys.;2002;2;20,9
Mieszkania oddane do użytkowania;tys.;2002;3;19,8
Mieszkania oddane do użytkowania;tys.;2002;4;35,0
Mieszkania oddane do użytkowania;tys.;2003;1;27,7
Mieszkania oddane do użytkowania;tys.;2003;2;38,7
Mieszkania oddane do użytkowania;tys.;2003;3;58,1
Mieszkania oddane do użytkowania;tys.;2003;4;38,2
Mieszkania oddane do użytkowania;tys.;2004;1;28,2
Mieszkania oddane do użytkowania;tys.;2004;2;22,0
Mieszkania oddane do użytkowania;tys.;2004;3;21,8
Mieszkania oddane do użytkowania;tys.;2004;4;36,1
Mieszkania oddane do użytkowania;tys.;2005;1;26,5
Mieszkania oddane do użytkowania;tys.;2005;2;22,9
Mieszkania oddane do użytkowania;tys.;2005;3;28,0
Mieszkania oddane do użytkowania;tys.;2005;4;36,7
Mieszkania oddane do użytkowania;tys.;2006;1;28,3
Mieszkania oddane do użytkowania;tys.;2006;2;22,1
Mieszkania oddane do użytkowania;tys.;2006;3;26,2
Mieszkania oddane do użytkowania;tys.;2006;4;38,8
Mieszkania oddane do użytkowania;tys.;2007;1;27,0
Mieszkania oddane do użytkowania;tys.;2007;2;25,8
Mieszkania oddane do użytkowania;tys.;2007;3;34,1
Mieszkania oddane do użytkowania;tys.;2007;4;46,7
Mieszkania oddane do użytkowania;tys.;2008;1;35,4
Mieszkania oddane do użytkowania;tys.;2008;2;33,9
Mieszkania oddane do użytkowania;tys.;2008;3;38,2
Mieszkania oddane do użytkowania;tys.;2008;4;57,7
Mieszkania oddane do użytkowania;tys.;2009;1;41,5
Mieszkania oddane do użytkowania;tys.;2009;2;34,6
Mieszkania oddane do użytkowania;tys.;2009;3;38,7
Mieszkania oddane do użytkowania;tys.;2009;4;45,2
Mieszkania oddane do użytkowania;tys.;2010;1;34,0
Mieszkania oddane do użytkowania;tys.;2010;2;29,7
Mieszkania oddane do użytkowania;tys.;2010;3;33,9
Mieszkania oddane do użytkowania;tys.;2010;4;38,2
Mieszkania oddane do użytkowania;tys.;2011;1;27,5
Mieszkania oddane do użytkowania;tys.;2011;2;27,1
Mieszkania oddane do użytkowania;tys.;2011;3;32,3
Mieszkania oddane do użytkowania;tys.;2011;4;44,1
Mieszkania oddane do użytkowania;tys.;2012;1;36,3
Mieszkania oddane do użytkowania;tys.;2012;2;31,6
Mieszkania oddane do użytkowania;tys.;2012;3;37,0
Mieszkania oddane do użytkowania;tys.;2012;4;48,1
Mieszkania oddane do użytkowania;tys.;2013;1;37,2
Mieszkania oddane do użytkowania;tys.;2013;2;30,8
Mieszkania oddane do użytkowania;tys.;2013;3;34,1
Mieszkania oddane do użytkowania;tys.;2013;4;43,0
Mieszkania oddane do użytkowania;tys.;2014;1;35,6
Mieszkania oddane do użytkowania;tys.;2014;2;30,9
Mieszkania oddane do użytkowania;tys.;2014;3;33,7
Mieszkania oddane do użytkowania;tys.;2014;4;43,0
Mieszkania oddane do użytkowania;tys.;2015;1;31,7
Mieszkania oddane do użytkowania;tys.;2015;2;32,3
Mieszkania oddane do użytkowania;tys.;2015;3;37,4
Mieszkania oddane do użytkowania;tys.;2015;4;46,4
Mieszkania oddane do użytkowania;tys.;2016;1;37,4
Mieszkania oddane do użytkowania;tys.;2016;2;36,3
Mieszkania oddane do użytkowania;tys.;2016;3;38,3
Mieszkania oddane do użytkowania;tys.;2016;4;51,3
Mieszkania oddane do użytkowania;tys.;2017;1;40,5
Mieszkania oddane do użytkowania;tys.;2017;2;37,8
Mieszkania oddane do użytkowania;tys.;2017;3;45,9
Mieszkania oddane do użytkowania;tys.;2017;4;54,1
Mieszkania oddane do użytkowania;tys.;2018;1;44,6
Mieszkania oddane do użytkowania;tys.;2018;2;38,2
Mieszkania oddane do użytkowania;tys.;2018;3;47,0
Mieszkania oddane do użytkowania;tys.;2018;4;55,3
Mieszkania oddane do użytkowania;tys.;2019;1;47,4
Mieszkania oddane do użytkowania;tys.;2019;2;47,1
Mieszkania oddane do użytkowania;tys.;2019;3;51,2
Mieszkania oddane do użytkowania;tys.;2019;4;61,7
Mieszkania oddane do użytkowania;tys.;2020;1;49,6
Mieszkania oddane do użytkowania;tys.;2020;2;47,5
Mieszkania oddane do użytkowania;tys.;2020;3;59,2
Mieszkania oddane do użytkowania;tys.;2020;4;64,6
Mieszkania oddane do użytkowania;tys.;2021;1;53,1
Mieszkania oddane do użytkowania;tys.;2021;2;52,4
Mieszkania oddane do użytkowania;tys.;2021;3;58,7
Mieszkania oddane do użytkowania;tys.;2021;4;70,6
Mieszkania oddane do użytkowania;tys.;2022;1;54,7
Mieszkania oddane do użytkowania;tys.;2022;2;54,5
Mieszkania oddane do użytkowania;tys.;2022;3;57,8
Mieszkania oddane do użytkowania;tys.;2022;4;71,5
Mieszkania oddane do użytkowania;tys.;2023;1;55,1
Mieszkania oddane do użytkowania;tys.;2023;2;56,8
Mieszkania oddane do użytkowania;tys.;2023;3;49,0
Mieszkania oddane do użytkowania;tys.;2023;4;60,4
Mieszkania oddane do użytkowania;tys.;2024;1;48,4
Mieszkania oddane do użytkowania;tys.;2024;2;47,2
Mieszkania oddane do użytkowania;tys.;2024;3;49,4
Mieszkania oddane do użytkowania;tys.;2024;4;55,1
Mieszkania oddane do użytkowania;tys.;2025;1;45,9
Mieszkania oddane do użytkowania;tys.;2025;2;46,1
Mieszkania oddane do użytkowania;tys.;2025;3;52,8
Mieszkania oddane do użytkowania;tys.;2025;4;63,6
Mieszkania oddane do użytkowania;tys.;2026;1;45,2
indywidualne;tys.;2000;1;7,6
indywidualne;tys.;2000;2;6,4
indywidualne;tys.;2000;3;7,4
indywidualne;tys.;2000;4;10,3
indywidualne;tys.;2001;1;8,9
indywidualne;tys.;2001;2;7,6
indywidualne;tys.;2001;3;8,2
indywidualne;tys.;2001;4;10,7
indywidualne;tys.;2002;1;9,3
indywidualne;tys.;2002;2;9,4
indywidualne;tys.;2002;3;10,4
indywidualne;tys.;2002;4;18,9
indywidualne;tys.;2003;1;17,0
indywidualne;tys.;2003;2;27,7
indywidualne;tys.;2003;3;45,0
indywidualne;tys.;2003;4;23,5
indywidualne;tys.;2004;1;15,8
indywidualne;tys.;2004;2;13,1
indywidualne;tys.;2004;3;11,7
indywidualne;tys.;2004;4;19,3
indywidualne;tys.;2005;1;15,4
indywidualne;tys.;2005;2;12,4
indywidualne;tys.;2005;3;13,7
indywidualne;tys.;2005;4;17,3
indywidualne;tys.;2006;1;12,8
indywidualne;tys.;2006;2;11,6
indywidualne;tys.;2006;3;12,4
indywidualne;tys.;2006;4;16,8
indywidualne;tys.;2007;1;15,1
indywidualne;tys.;2007;2;13,6
indywidualne;tys.;2007;3;15,8
indywidualne;tys.;2007;4;21,7
indywidualne;tys.;2008;1;16,8
indywidualne;tys.;2008;2;14,1
indywidualne;tys.;2008;3;15,5
indywidualne;tys.;2008;4;29,1
indywidualne;tys.;2009;1;18,5
indywidualne;tys.;2009;2;12,3
indywidualne;tys.;2009;3;14,6
indywidualne;tys.;2009;4;19,2
indywidualne;tys.;2010;1;15,8
indywidualne;tys.;2010;2;14,3
indywidualne;tys.;2010;3;16,1
indywidualne;tys.;2010;4;18,4
indywidualne;tys.;2011;1;16,5
indywidualne;tys.;2011;2;14,3
indywidualne;tys.;2011;3;15,7
indywidualne;tys.;2011;4;19,0
indywidualne;tys.;2012;1;17,7
indywidualne;tys.;2012;2;15,0
indywidualne;tys.;2012;3;16,9
indywidualne;tys.;2012;4;20,7
indywidualne;tys.;2013;1;19,0
indywidualne;tys.;2013;2;16,7
indywidualne;tys.;2013;3;17,2
indywidualne;tys.;2013;4;19,1
indywidualne;tys.;2014;1;17,7
indywidualne;tys.;2014;2;15,5
indywidualne;tys.;2014;3;15,3
indywidualne;tys.;2014;4;17,8
indywidualne;tys.;2015;1;17,1
indywidualne;tys.;2015;2;16,2
indywidualne;tys.;2015;3;16,0
indywidualne;tys.;2015;4;18,5
indywidualne;tys.;2016;1;16,6
indywidualne;tys.;2016;2;15,1
indywidualne;tys.;2016;3;15,4
indywidualne;tys.;2016;4;18,5
indywidualne;tys.;2017;1;17,4
indywidualne;tys.;2017;2;15,2
indywidualne;tys.;2017;3;15,9
indywidualne;tys.;2017;4;19,1
indywidualne;tys.;2018;1;18,0
indywidualne;tys.;2018;2;14,6
indywidualne;tys.;2018;3;15,5
indywidualne;tys.;2018;4;18,1
indywidualne;tys.;2019;1;17,3
indywidualne;tys.;2019;2;15,8
indywidualne;tys.;2019;3;16,7
indywidualne;tys.;2019;4;19,4
indywidualne;tys.;2020;1;17,9
indywidualne;tys.;2020;2;14,7
indywidualne;tys.;2020;3;19,9
indywidualne;tys.;2020;4;21,4
indywidualne;tys.;2021;1;21,4
indywidualne;tys.;2021;2;20,9
indywidualne;tys.;2021;3;21,2
indywidualne;tys.;2021;4;24,6
indywidualne;tys.;2022;1;23,9
indywidualne;tys.;2022;2;21,0
indywidualne;tys.;2022;3;20,4
indywidualne;tys.;2022;4;25,5
indywidualne;tys.;2023;1;23,5
indywidualne;tys.;2023;2;22,0
indywidualne;tys.;2023;3;15,3
indywidualne;tys.;2023;4;18,5
indywidualne;tys.;2024;1;18,1
indywidualne;tys.;2024;2;16,6
indywidualne;tys.;2024;3;16,8
indywidualne;tys.;2024;4;18,1
indywidualne;tys.;2025;1;16,9
indywidualne;tys.;2025;2;15,8
indywidualne;tys.;2025;3;16,0
indywidualne;tys.;2025;4;18,5
indywidualne;tys.;2026;1;17,9
na sprzedaż lub wynajem;tys.;2000;1;3,5
na sprzedaż lub wynajem;tys.;2000;2;4,5
na sprzedaż lub wynajem;tys.;2000;3;5,7
na sprzedaż lub wynajem;tys.;2000;4;10,9
na sprzedaż lub wynajem;tys.;2001;1;7,7
na sprzedaż lub wynajem;tys.;2001;2;6,5
na sprzedaż lub wynajem;tys.;2001;3;7,7
na sprzedaż lub wynajem;tys.;2001;4;12,7
na sprzedaż lub wynajem;tys.;2002;1;5,7
na sprzedaż lub wynajem;tys.;2002;2;5,9
na sprzedaż lub wynajem;tys.;2002;3;5,4
na sprzedaż lub wynajem;tys.;2002;4;9,5
na sprzedaż lub wynajem;tys.;2003;1;6,1
na sprzedaż lub wynajem;tys.;2003;2;6,5
na sprzedaż lub wynajem;tys.;2003;3;7,5
na sprzedaż lub wynajem;tys.;2003;4;8,5
na sprzedaż lub wynajem;tys.;2004;1;7,8
na sprzedaż lub wynajem;tys.;2004;2;5,4
na sprzedaż lub wynajem;tys.;2004;3;6,3
na sprzedaż lub wynajem;tys.;2004;4;9,7
na sprzedaż lub wynajem;tys.;2005;1;8,0
na sprzedaż lub wynajem;tys.;2005;2;7,5
na sprzedaż lub wynajem;tys.;2005;3;9,7
na sprzedaż lub wynajem;tys.;2005;4;12,4
